id,name,num tweets
23641386,alixabeth,22745
3313586526,juhahiedanpaa,559
172315043,laravu05,135
839819096686530560,HannahLebovits,12437
113966794,GeoffGWilson,13015
580858056,miriboehme,3822
4772231240,NicoleCurato,3533
14260851,ncdd,22448
3567866902,BreznauNate,981
821434507,Janealver,2250
1012150984792072193,yaoyao_dai,15
42242832,LCJacobs89,205
2894697442,kathaesa,475
47102973,Nimesh724,304
810955997414064129,jaive_gmy,6
2669954618,MaritHammond,754
210088969,bdmagalhaes,748
373138131,hedda_r,3382
2608529969,asa_vonschoultz,794
216740490,timothyjshaffer,4266
125955950,Riynto,235
58623696,ManguleIndra,1710
890974421774508036,RROIJJSS,126
2905242179,MariaBack77,276
732281991824068610,andreas_riedl,120
951919667047751680,CitizenDemos,268
2276651977,ZairAzper,950
2597552180,MaiKarjalainen,327
68416219,melissaleesands,1771
955366345746591744,CPGJCam,236
15137077,meganehatch,7994
165894593,dandekadt,10802
873128403389489153,LecocqSharon,199
42334963,KearnsErinM,2962
609907253,DanBischof,3903
1007297169412501504,NoaBalf,1588
1903847018,DelibNet,4206
2441063977,LittleConnors,743
755703475900678145,geniia_iakhnis,213
119779832,martinrosema,2674
4662933002,NathanKalmoe,16635
2401811222,VoterEngagement,3529
83677792,twytfaut,1548
784281098964520960,delibpedagogy,193
911513842089414656,jdbenson_,66
894173736,lorenantonyking,5203
32775149,cmslaughter_,37438
700910040,mark_s_bell,2037
3645801615,apr_journal,11
927706541582639104,rachaelhouston_,477
969963387886227456,DeliberaBrasil,604
65139545,DrKraybill,1581
191572021,erik_knudsen,686
778491250299240448,SilkeGoubin,101
218610496,orlamuldoon,3083
846460327680229376,PabloDalby,576
141540322,JeanPaulRGagnon,5078
963728218229497858,KaisaHerne,165
828552558717333504,MatteoBonotti,1454
113660976,timabray,7800
994175427664113665,JohnMar57907800,17
925719806812348416,CDE_Leeds,297
18519972,demsoc,80181
2288017969,RebekahKTromble,3290
2561111174,Fulya_Apaydin,2033
2609564102,F_Bethke,3666
219175424,Gallo_Eduardo,413
1499484122,RMulita,114
853647139775418373,GrMarkou,130
731272872853835776,_RealDemocracy,1079
2296719199,aecoppock,3211
932421709,emrinke,1353
966982316181655552,dqcomm2018,42
262491413,matt_motta,5140
4263507922,ReveluntSong,623
462044743,LiesMaurissen,66
218174156,anamariadutceac,6117
951425773,ChristianeGrill,255
1484961512,umisrcps,3877
902812378735239168,Imperial_PERC,1594
382731876,EriBertsou,382
62883520,EricVorst,2910
67120743,tiffanydbarnes,1658
831939939738738689,lisanhager,595
1455791654,ProfKarpo,1252
29009818,lorenc2,1841
63865383,KatrineBeau,2791
915211064186478592,IoanaP11,44
481672499,JM_Sievert,9672
3702871,HeleenTouquet,21382
700908971176013824,l_ruth_,493
2567541962,StapesPhD,19437
2905248605,carolinewlee,397
891275162909331456,RogertheGS,4483
4919396007,europeanness,4573
787797852,DrBoulianne,1338
745718720312418304,POCalsoknow,2221
909141017114365957,DrSarahLiu,1482
231088529,SarahAllanUK,1634
701094913967005696,SPSAwomen,2924
1084834597,sgadarian,53448
748156059685101568,Ciennce_Int,135
109069195,rtormos,2373
56517232,drjennings,42778
353052987,Rikki_Dean,1658
386538440,DalithSteiger,3515
18249358,jlanastas,1021
364982239,shirokuriwaki,212
2894028069,JeffreyCKennedy,149
969918272601702400,UCFlux,42
751510350,JasonReifler,2041
2259019392,BBSJournal,1644
61984171,henschr,691
496229951,ingorohlfing,15149
972230876951171072,nina_beels88,0
2459004896,SydneyDemocracy,2109
125512325,PsyPost,40373
928506823,dadomani,646
718358442315030528,alessandro_nai,4316
2200032330,LindaSkitka,6558
917387101171265537,pablolopezab,522
15352556,rmpowers,8
968974106581487618,PhDoodles,96
938650245906550784,PALOresearch,746
968209375868456961,ChemarenaCom,42
961955635507101702,Sortition_blog_,53
2388126548,UCIGPA,2958
2771822056,david_ronayne,616
844861249,zeitzoff,6680
2402246695,PhilipBrughmans,575
50429772,JonathanCrock,1880
815904922646421505,BioSkyNews,204
4285986434,DelDemUCan,5375
963167935257825284,astanagt,25
3255730008,Ruckstuhl_A,601
1880152758,affectScience,1333
818414924238045184,sjifradeleeuw,86
96332808,bnbakker,1779
140394847,ThatKerryHudson,33761
431315398,rahmankhan54,2862
718003371639066625,f_mols,72
499523934,jf_daoust,955
2209115094,wouter_wolfs,2172
2805088141,rightsviews,202
2494340462,RECSM_UPF,733
4753542321,DOO_KULeuven,525
604416116,PhDForum,28073
34555593,elpatidescobert,8216
4923260529,WalkOxford,1407
899897279099924480,K_Migchelbrink,22
196568077,dfonck,167
3534998434,YfReykers,642
955429312689254400,mark56313490,7
148366615,niamhwebster,1239
86504299,JokeMatthieu,73
3331110443,rachaelejack,3447
797960539,bhatia_ud,220
955181208530546688,girl_granite,57
372759614,brain_on_dance,834
1418310463,GilPradeau,5710
740648809,ANEWQ,817
804793226,Edana_Beauvais,1408
3135281373,Nun_River,9571
3455689821,fscolli93,457
790719491810422784,SanchezEmersonM,295
952667713427705857,FarizBadalzade,9
991506823,dieter_stiers,139
3197501,AnnaDumitriu,9773
3313306925,csinuffield,1065
1205899976,WaldoGeuns,195
580764928,Woodpolitics17,3952
4152988773,KaelaJS,1054
38407996,JaneSuit,11071
623456878,JonathanKuyper,852
208544381,Kath_Sully,6175
72275942,bertous,12864
2816442378,FSW_KULEUVEN,594
937081521911017472,jonfitzwallace,460
936795163116167168,scottja17075919,1
90845721,IPZuser,8221
36920452,NuffieldLibrary,3916
2370991482,LineKuppens,508
2522646824,DemInPractice,719
398737084,AGodefroidt,425
933761005611601920,maija_setala,164
862501463922286593,VinArceneaux,337
29470399,rialana,3113
937749945016307712,DemocracyNet_,906
936229191455932416,habibur5356,283
204854344,Americas_Survey,471
189251857,alexdono,8731
3589889475,niels_smeets,158
3341681921,DrRodDacombe,816
930848858,joan_barcelo_,67
499972838,Eva_Doya,2627
1069747417,ConnorDHuff,456
252785239,jimcust,1755
43463511,simonniemeyer,236
364615460,cd_lucas,566
2719824779,doriensamper,96
2687636340,PSAdemocracy,1968
781051489611460609,KeiNishiyamauc,1057
907681541970677762,jennifer_oser,104
4127100873,CESS_LAC,167
520319638,MartaCuanti,1353
2994090142,SortitionNow,926
791210366781034496,BSHennig,203
120578235,sveinungarnesen,316
3303140290,mwcps_tweets,1761
3195931007,DanJDevine,4379
2859951757,selenAercan,605
912399626900328453,t_soeren,0
727969484733059072,Hans_Asenbaum,1479
48096388,ClaudiaChwalisz,13398
3025475668,isvitores,1417
115523086,dfarrell_ucd,36981
83100906,Sergisme,1270
4724031351,MatBasford,6
399729566,robjohns75,1892
9923792,ainagallego,1101
2999887376,KimGron,11309
3032286816,LucyJParry,4488
395392868,StevenVdWalle,8134
96036774,AndreaFelicetti,308
260451268,jordimunozm,34657
2897855512,a_vranceanu,309
472228303,TomWGvdMeer,20086
164706541,OliverEscobar,11334
854355575408386048,ctznmex,420
1006166382,involveUK,5403
1525016244,sumsch19,216
858491832,IneGoovaerts2,31
730354615716175872,Reema__Patel,3953
3240237765,Steamrollerprod,958
2851182075,CSDWestminster,607
1858182848,Smith1966G,226
157016898,clharris_ucc,19297
11541372,RayPoynter,28130
4018109297,_SofieMarien,2301
870339234514731009,leire_rincon,30
3652196182,SERISS_EU,469
4870812773,Polileaks1,188
764623201821335552,christi51rn,11413
4710725886,RiceCompSci,1786
2715268627,PoliSciUMN,8803
2389709155,MarkPJonesTX,3508
3350181316,KasuPol,295
1955238145,aliyu_yero,4175
4652550634,Sarah_Brierley1,0
3283637436,Luissaidwha,749
932062266370949123,TimeImaging,213
272651520,PostSovietGraf,2166
1153685498021470209,Yuki_Atsusaka,1
1158578586304909312,AbarcaChano,1
1018595944420593665,blkwomenstudies,482
702621837235240961,it_me_valdes,825
2531780508,renegade_author,1173
402254088,MuhammadOwais17,66
3065658512,gpenchynac,250
269006164,aslicansunar,89
235696960,johnadearborn,3459
1107097830211112961,pauldishman2,1
1151420900,PSANational,1445
15394546,mariam_a,7673
2278105339,julie_wronski,395
156746975,spence52,1198
1548914538,sheelyedwards,2202
112168531,JGKaram,4968
996213732865904640,Prof_Vitriol,32
1458537596,gmmathew13,82
826169410796847104,ekdekeyser,11
36711264,akyildirim,5479
1124485060579618816,Yan666Supre,6
586719949,ChesThurber,2534
1143362789160996864,DanielC59090362,1
741747181506285568,EmeryJohnR,2961
968157845119229952,Nicholas_Haas_1,30
63678198,Aycan_ka,4828
18262382,yiqinfu,2354
2538986654,deholliday_ucla,18
143932529,ponderingpodob,17965
38557097,A_Behaviorist,1113
867064105,EvrenWiltse,20239
129459168,nmotw,127
2949528124,LoraDiBlasi,179
18039181,markchand,4826
3230298756,xjnu2014,62
1075847157436088325,_danigilbert,339
96858990,chequeredfuture,2656
3295794970,lukas_feddern,80
32259199,joelasievert,2006
1068614606439022592,ZhaoJiakun,8
1371087944,thumbtacky,13304
262056463,AshaElshehawy,5512
2294592213,Wyatt__Scott,1270
624448720,abraxas_m,2038
2865532289,RebekahDowd19,5759
1410647330,micaela_garcete,1696
120229288,hjmoncrieff,1130
1077200077645537280,gorozcolara,89
4310643093,davereadsnews,281
79682960,peterjohn10,590
620737037,haoran_zhang96,214
97727322,alexjabbour,5627
1027606494769029121,FleisherJeffrey,744
364615460,cd_lucas,566
252347140,JaciKettler,4796
1917680526,ronsnzl,1059
1097696617380175872,biorunner11,144
719290936551940097,ietchacq,1
300619606,SoerenHenn,140
805294728,bsupolisci,1730
59190496,bboyea,2
954764083567316992,Elizabeth_L_M,85
745109460,DominikDuell,11
265574335,SergioHuertasif,851
979522812812677121,omerwrites,105
3547966462,apsa_itp,270
976294008,agusteffen,10
246199876,JScurrell,578
153416216,jldhouston,490
32457124,Renita_Miller,88
355663871,RiceK2I,711
269060618,MrDSaL,3650
40081511,TalbotMAndrews,216
364982239,shirokuriwaki,212
1638579804,KirstenWidner,853
723047418,CL_Rothschild,6882
1061834950637305857,EmilyTaylorElia,4
597066882,sophieenh,20
2998690141,Rice_BIOE,512
844141810158985216,GuiYangpolisci,2
3307723785,MeasureDoc,776
2339112020,alex_garcimagos,457
580070262,michtorresp,249
66975771,paullagunes,1575
29214182,stephengoggin,472
776591490,dweitzel,1386
225219570,carito_tch,61
284658703,ScottClif,379
59032221,sgu001,1
426842554,RiceSocSci,5460
788481597519519744,RiceGradSchool,928
2797117867,schwindtbayer,64
1050768064306806786,RoiZur,312
30721006,DavidFortunato,682
402188740,juanpm2002,1089
804651199672750080,subhan5454,355
2152308998,MathiasTrombor1,101
807848300,oequezada,2762
151887804,pmartjo,967
855027831713091585,1823kamueku,2
258334458,josemaru718,8970
127077964,amatsuo_net,101
119598095,cmmillet,809
17656199,genopolitics,14
127107475,seonghuilee,1112
202849290,Gladzu,36
37736649,stollr,3
67120743,tiffanydbarnes,1658
257561739,MikaelaKarstens,253
5464872,gdillin,12394
28116356,j_homola,62
19304374,nbapat,20
371423669,Willardson_SL,666
3785193853,GustavoGuajard0,31
278805953,linneaturco,2386
1073362728071430144,ItsJustLeg,61
385643799,ColinJ_Jones,612
2792717257,ngoctphan,48
1141735839069876224,andradpascu,9
1912416816,gdilandro,109
862501463922286593,VinArceneaux,337
3066123544,DrNMiller,1057
3125902901,KerimKavakli,14
36394162,Joestman,11
867560847459184640,dianazobrien,378
3291824019,prof_hayes,55
3390007697,reyeshousholder,0
1002363086614028289,aiganym_v,12
243021057,andycarrizosa08,471
3273387558,PoliSciCem,38
19026226,carlammm,1461
1449142848,LianaEustacia,870
2717582972,nomadic_kris,1646
928752621132886016,JessicaEdry,33
1002941586265837570,KaitlinSenk,29
1137881796,rkwrice,1298
1095354865923117056,PerryPoliSci,10
99586979,therealmattlamb,1033
1069747417,ConnorDHuff,456
53359296,agushaime,1934
768911040021016576,BAshleyLeeds,255
1158868308923473925,MendyFamara,3
1091306721413345282,has_osm,608
3401887065,k_shoub,2
1162480041244200965,hannah_suleiman,1
37036525,mjensley,1991
906171204746215425,Rebecca_A_Reid,1122
620584020,MatthewFacciani,9582
137301499,serenditidi,8561
1033630353297104896,Shankho10,215
783411636832989188,lauren_insinger,7734
3369310690,ProfDanSmith,2913
90450866,JackMillerCtr,1950
879355336779595776,HoldenCasey,5902
1296010872,Victor_Asal,111234
28006129,kmftimm,4772
1130801897055690753,GhilesDahmani,91
1161691584590749696,GeneralAbrams2,0
426679112,KRJ492,80
1156596599918866433,Ryangrayson5056,1
1133196393173012481,TuckerD_TX,24
1097221151376502784,OtdTaft,195
2307765906,akoustov,303
1159900090581970944,GrandolfoJake,0
2638491279,SofiaColMar,359
3731089521,KangogoNick,225
1122060404266500096,AhmedS18334649,72
282944914,nurdiyana02,2825
770603486,msgHankinson,876
39523927,Survation,2844
745339043190300673,NonToxicLeader,528
19026354,mbarber83,1858
2830187256,WonhyukCho,800
428431741,NouraizSial,1421
16571969,benepstein55,16174
2411371302,FranziiBoehme,2713
2284313058,lmjstate,169
110180215,MeaghanRysdale,32
1070715712426127362,realJanRau,34
1156181218263801857,iqbalkh70580141,23
1153320223774302214,Mohamed43603963,0
942858138646171649,EmmaGoldmanSaks,193
499523934,jf_daoust,955
377770044,HuffmonPolitics,48932
4310643093,davereadsnews,281
262491413,matt_motta,5140
1149917904,ryanrynbrandt,318
1146516039284355072,Properganda8,112
111489399,EmmaDreher_,950
752223895701299200,k_r_johnson,382
614848914,michael_e_flynn,1842
61603,daveamp,4269
1134537980,mpfix1,4444
1154431253308989440,EmilianeGranger,4
243422160,mhwetselX2,800
1105917461508034562,LSQjournal,10
625132509,SuraDennis,0
336369202,furqanh34524734,6
277298681,POLSISEngage,2259
182345860,afrozalam2,1286
822558193691852806,BeckPolitics,118
1048095889175314432,WorldAisp,255
1010210774,VirginiaCady,3850
917154529854001153,socscihist,95
1027640887382290432,se_polsci,169
2425622887,704Observer,468
440788500,MrsVerbeck,208
516696171,brianfharrison,1171
1147166240881946631,DQaWesITEjYHOpx,64
20549994,hhowell_wms,4866
1068244385316270080,Dr_AKolpakov,83
21336979,benagorn12,5643
781546644902973440,semrasevi,42
373272732,karolczuba,552
370341371,TMacafee,1903
2891085356,lualima25,8136
2151323581,djoestenmartin,70
1088466447163158528,andres_en_tx,1428
2575189698,CarosonePablo,163
1138909103907135488,BenkaPatrick,12
1143583405986189314,James11991957,13
1127171457245696006,monika_nalepa,55
1140274058770227200,charleswjacks15,9
1130617112064593921,StephMAhrens,46
723476543595368448,Erdenedalai_B,665
965065622458597379,Weimaranermommy,27
1139914590861615104,marieloyes,1
1143681942459731969,ChristopherPDo3,16
29147896,jacklreilly,76
938379164050104320,drlorileeoates,13564
575644363,daschloz,4270
142170814,chadryanrector,134
1040055258993418240,AyyePope,127
211180521,polarbear0627,480
329115426,_waleedshahid,11764
1088476710931185664,robertatabajara,4
1018526346677575680,NeilSPWilliams,159
4799084592,JennCryer,135
20206591,MCLopez_94,14843
411853059,politicablue,4323
227327270,delfinohsu,59
2271084384,Rizzreed,24009
1140229423528108033,ArmandoOrriz,4
970851234847453185,news_wad,0
477877412,nickhkor,534
234928594,ScottFAbramson,205
2962496092,sam_rosenfeld,5984
166792206,SDHaze,233
1117078488421470214,JessicaLynnJac4,37
1139088259852775424,MaRia69421760,0
1042029186087616512,mattypolafr,75
1112357206731694080,VoicesSaudi,20
50022421,curiosityusa,214
290683727,marcusaleksandr,2296
1150415978,Anniek121,2764
46426543,thdemocracydude,3701
608774430,jacobfhsmith,29758
1024931755374112769,ChanKaMing15,54
1337034241,PSQuarterly,735
408131794,michael_p_olson,2921
246199876,JScurrell,578
1083602558600527872,EricaBRussell,200
1323786510,stevenvmiller,25749
452828175,ianRturner,899
1923531666,lee_hedgepeth,2862
18943306,shane_martin,688
1132969497395159040,Mora90274772,5
3295794970,lukas_feddern,80
1660721162,riaaneksteen,41
3107129996,Alove_sky,88
721115197,QuinMonson,299
967397484535349249,cshuttle43,65
217240704,TheSocyCinema,18716
194627130,danielbeland,14264
753650098140225536,PolSciLukePerry,5024
1092079927959023616,FrancyLuna5,59
1130628217549873152,Ken_M_Miller,33
2228201220,paulwalters1989,39153
144603218,ShamiraGelbman,4916
1090614704312066049,JessyJulia2,21
805294728,bsupolisci,1730
38557097,A_Behaviorist,1113
34637226,mascakir,4356
939097886071115776,JosephG58431232,10
1013828493795307521,AllieCarnegie,18
250307159,prof_mirya,5365
1126733090703826947,Lanaleach7757,20
2699164116,Funmibi4real1,676
2151427238,c_b_nelson,105
95018087,sedasimsek,3977
2512123742,IDEK_Neu,1663
138460164,richardmskinner,74316
2473381381,MichaelVGenova,1519
15893565,VIZKAINO,15253
1041692398965809153,sethbwarner,131
348841161,JenDomagalG,2554
782266412307845120,Romano_PoliSci,4998
731468221841309696,DavidSm52629521,1350
48451793,Pumped2Teach,57
900772482134691840,NanoGoch,420
1958968392,dr_gdnunez,372
915657319693787136,Mary87786910,14
1113202095052808194,Naomi76295631,16
28798904,EbonyVenson,12928
1118211259655229440,MunsLena,149
612256142,readphilpettit,167
1106562905103843328,EmilyHRitter,259
1120495483041009664,MaryFra28603818,7
105902121,JosephARoss,152
358289612,Czechnology2,28
1119539264767909888,GildaKepple,42
28827600,MRamosDC,24883
225882126,schmitte,2584
1118872631049183232,ToddCarolyn2,0
986790502015078400,independentmil,1784
1118571438150172673,jamiepbassett,248
1105567545950695424,ScottCa97440228,70
360719458,monicapretty100,7
1117203706716487681,KonaduAngelina,22
919773970362232832,influentialprof,649
428691828,ctburks,88
1116163501876293632,Erikamuckee1,0
826989986180247557,cruzita_osorio,1672
872836798472388608,_bettex,0
217365105,AdamMButz,4674
350521013,ckuhn17,1528
788562870,trounstine,271
3326917175,MehicParker,416
2618962433,johnbroberson,564
1015037441273712642,kanika__khanna,39
