id,name,num followers,num tweets,type
1052707068300398592,grwatkins17,33,37,layman
924327180678594560,QueenBamela,62,549,layman
1160217358616662016,auguatusyu,0,0,layman
1641945427,tugejnvfrhi75,20,151,layman
1127213945939357702,yvonne62600569,0,4,layman
4692745760,kate71890,7,0,layman
1124899945138376704,JuanMan06691499,53,139,layman
375846913,AnitaHerRiv,339,8170,expert
1139151444379078656,JohannGreyling4,467,9442,expert
2632335299,LisaTConnor,179,285,expert
1071635132740587526,DomnicBett,21,5,layman
3283866204,jhk0631,15,62,layman
908373132448342016,awesome_autumn3,46,37,layman
3474382454,GrantYaney,48,37,layman
1160300812196810752,NickLyn40016010,1,0,layman
1158347617270685696,GritStreetMedia,0,0,layman
1129885890225037313,imabotbruh,0,30,layman
1160232149641027584,BellaHe16,2,0,layman
941042771422408704,hsuehjun,3,1,layman
1107398047,emmarose739,179,4494,expert
3916895535,RacismeSocial,432,9892,expert
1075171668,ashton_gurl23,98,439,layman
996652383433183233,ConstanceCorne9,11329,67791,celebrity
1060341032594882560,sophubi,71,18,layman
3300932695,HerrinNoah,14,16,layman
1613840995,whitbert,66,393,layman
1060098012658061312,linyihai2,23,0,layman
2553053010,DougUlrich2,900,13112,expert
1159946010254139392,RoyZhu36031365,1,0,layman
1159936093942214656,PKoulogeorge,26,2,layman
267372565,marielacuadro,678,2137,expert
1155768132369362945,quesadillas122,16,3,layman
525974888,cmribakoff,171,659,expert
2755288770,foxfamily6,5,1,layman
2347943120,edina_ah,218,1707,expert
37359614,HeatherNStL,1121,709,celebrity
970722136062128129,ka_pegah,67,44,layman
819856014715461636,anslemfelexx,1324,6659,celebrity
1134409156830609408,EvanKaplan16,0,0,layman
278667522,Slphillips10,185,1050,expert
1144610415311122432,mehersingha,30,7,layman
2445003877,CraigRiggins,59,209,layman
484461023,CatLoverKT,219,0,expert
1159575806387138562,BowermanNolen,79,2,layman
441800845,yuvakarthik2,1137,35071,celebrity
1971877830,Sabino_Zarrabal,85,0,layman
957206495514554369,PilarGonzN,16,34,layman
1836021182,ilkoleno,121,94,expert
3329323684,EMDB_EMPIAR,2077,502,celebrity
388076677,sangiarno,22,356,layman
1157447711286632448,lamia20203,26,0,layman
2185286573,JillSamz,9,0,layman
845645627153399808,Katie3Feeney,117,131,expert
30097173,rachaelnb,279,4900,expert
722948711467253760,jjl555,4,2,layman
1157487428246151168,NanRaghuraman,19,16,layman
1096192176458006528,clayton_herbst,155,279,expert
1156624825647079425,LhommedieuRae,10,1,layman
1395368558,FrannyBoly,74,7,layman
1159226696492621824,AtuYuguda,3,13,layman
1007698148180004865,EsqUche,5,16,layman
1157086097865711616,Lostfrequenncy,18,0,layman
1732194504,engineeredhvac,105,157,expert
1156630907760943104,brooke_fei,1,0,layman
812389768705306624,hanginwithDrC,215,375,expert
15517907,foxbeth,310,1856,expert
1159136398911430658,gemtransport,24,5,layman
1080849196494798848,saintlouisbank,7,0,layman
165550096,MrMichaelMan27,56,300,layman
3091888993,diaojinjin88,12,19,layman
756000450176876544,yumakajihara,35,373,layman
1068284617,Kfd1024,106,303,expert
920453127735832576,chrishywei,2,1,layman
2225269147,esomayina,529,1928,expert
2699179050,APADiv24,1213,125,celebrity
1152690672069152770,NenadBosnjakov3,68,0,layman
2958312389,lovedhoba,424,128,expert
1158842767558103040,InglettEric,0,0,layman
964241349053763586,LMahler20,10,115,layman
47419427,amekatharine,38,8,layman
143705930,MahmoodSultan5,140,16,expert
1060215653561450497,EEQAP,22,28,layman
1129830005998063617,zonicw,0,0,layman
246422631,stlcardsfan2011,19,879,layman
1158529046151598082,ShaneInStLouis1,74,319,layman
17195828,DnaEly,9,2,layman
898890666,___deblojackson,154,1554,expert
584673059,suzanbostick,6,106,layman
1568871553,ClaytonGeenen,188,486,expert
285950714,gLORIousRun,113,2644,expert
1158456434906030081,edgyalienmax,25,4,layman
4895982779,laurenrogge4,2,6,layman
1148808717154103296,RootCauseSTL,44,24,layman
1158430360499343360,egsc_wustl,45,9,layman
237448897,nnlmmcr,268,1522,expert
1085270282263244801,EsRaaRa19,38,500,layman
379937541,umkreise,1,9,layman
36986874,MikeMillerSTL,8643,57528,celebrity
111074810,sakhan2019,15,2,layman
876093620348047360,TannerBaird6,95,69,layman
1158209322540765184,Michael88270818,0,2,layman
3386696362,AmcepedaE,37,3,layman
1120014962989195268,mar_dabbah,8,1,layman
92962921,boothjrjr,131,119,expert
1158150916173914114,tusomee1,6,18,layman
1158142889345593345,PinkeNicole,128,3,expert
25524285,RNHDC,78,24,layman
532800917,andreakgraham,72,4,layman
1068302847228477446,AkachiPhillips,9,4,layman
130137556,matteopollaroli,85,1011,layman
999670416665800704,PaulBGDX,7,0,layman
250838635,alqahtani_js,209,1038,expert
1157825160667262976,atkirtland,2,2,layman
1059191089662492672,VagnozziRJ,161,145,expert
1157802108529369089,MaggieA00005322,3,1,layman
3195785995,domolica,281,1439,expert
863787257571852288,ZhuoyueGao,3,2,layman
16906214,grantneeley,208,327,expert
1024745690994499585,aimee55883991,2,3,layman
839297193664184321,jordankeller59,1735,1158,celebrity
1099293801372356613,jamilac123,5,23,layman
1146086218012200962,AnitraCRivera1,1,74,layman
801649466,shoujidiaole,3,8,layman
702069072725463041,mpangamm,41,25,layman
899995574,MarySalihWex,215,3128,expert
1035353341986058240,Joe06275925,32,1,layman
3822342616,BenedictKonso,544,6553,expert
2889244476,maddiensass,219,112,expert
3882392656,Lew_Lab,84,2,layman
899419134563414017,CoraVulin,12,15,layman
22949444,drexelpubhealth,5798,4234,celebrity
1037437193416044548,francescofonta3,15,4,layman
1022579076182159360,MichaelMAdamMD,48,5,layman
4459902093,EMoracci,27,91,layman
1043242657328386049,IsmaeleCaramel1,39,1413,layman
1157174023933046784,DonnetteLarki13,1,8,layman
1003268923981262848,RuzzanteMatteo,72,248,layman
1101901537746526211,mdmaddalon,35,0,layman
246116494,adriennecgarr,260,5167,expert
798651561815719940,jaffe55,53,15,layman
1157021696714596353,GWardeberg,34,11,layman
19252684,andreharris89,1666,28593,celebrity
132055367,jasonyew00,0,0,layman
3383484551,Jenjraymond,106,524,expert
247459999,CambioCenter,260,1124,expert
1150340147147231232,RatulRana9,58,0,layman
783064350068092928,TeaffNickle,288,131,expert
901069379395342336,grw_sr,21,124,layman
1709394620,SoSpecialDesign,14,28,layman
1156285982158860288,TylerQuigley10,2,0,layman
1041703227098451968,jtmoore73,22,3,layman
38783757,kennetheversole,66,460,layman
1028474767165161472,KalEl78181496,12,15,layman
920408725411811328,WCBballWolves,307,351,expert
2281389638,CSuttonCooper1,2,2,layman
19565473,TaliaRubnitz,212,213,expert
62908533,UBSSW,6291,28977,celebrity
70870615,fahminajjar,323,4253,expert
924985920016838656,BestHometown,51,258,layman
2892378801,StandardsMich,659,8566,expert
1018490802522247169,HJaconis,0,1,layman
73402961,angelseti,1907,132879,celebrity
1156301943691759616,DiaoulaHaman,2,1,layman
894231605429927937,TingHeC,5,0,layman
29445025,slcs48n1,4274,7947,celebrity
1156376452088107008,Abdel89680785,2,0,layman
187771131,plusj1918,745,124,expert
23724402,728pat,23,229,layman
1153374622601097222,thier_jane,74,31,layman
2402635620,jason11welker,1,3,layman
384346574,rxa159,113,1173,expert
1036385117365653504,RyckmanCamille,4,7,layman
1155285040902955010,ts_ericson,6,31,layman
599277641,BasqueWater,2161,10958,celebrity
27375385,ThePractice_LA,2406,1919,celebrity
1116367377677971456,GarageTutor,11,2,layman
824634143937933313,HenryLiie,1,0,layman
192323733,kb_nyc,0,0,layman
755845654165938176,jchenkelly,24,3,layman
1147333173199740928,ChvatalMary,18,15,layman
4686653906,Rich24_777,77,109,layman
1152244086763589634,PatrickFSulliv1,2,10,layman
1155935833335259136,locke_marissa,7,0,layman
1098521539350274049,epicenoepiceno4,125,2650,expert
3685089081,joeryan411,33,39,layman
319944527,m_hill92,210,3426,expert
1074772837142007814,NU_MedEd,302,120,expert
961394787084627969,DrLJD_Author,297,573,expert
1371134310,MattPrunckle,427,1855,expert
1056413263137665024,aliyakh86391775,21,2875,layman
1155809276604092416,EssaysNext,2,1,layman
340691248,maddik93,874,14546,expert
1155614091865669632,ZHIYE9,0,0,layman
131624968,vedder1106,259,26,expert
1144092248445018113,LuisPAPU19,69,4806,layman
842762763319611393,jtf__86,23,11,layman
1155547189357293568,JaneSun21333424,0,0,layman
225675824,kvvnland,72,1,layman
953824192566308864,sasevans23,4,0,layman
1114725110731005954,migiall,0,0,layman
2875672527,allie__fitz,88,24,layman
2277949424,estebanvarelamd,889,1464,expert
193567469,vrice_kcmo,121,1354,expert
1131930145114263552,Tieasha14,30,2,layman
346046780,jlchosy,1,0,layman
3257892097,MichelleDivine5,6,0,layman
843641729127538688,shbricker,68,367,layman
2178652935,aaperrone,8,16,layman
1055062451702525952,Ahmadfa78728117,1,79,layman
1155013462554116096,TK00873890,4,6,layman
19731075,markamimura,585,2268,expert
715727460688535553,kelseynic07,186,2324,expert
980931475,beingtitan,154,995,expert
11670272,BrianFishmanDO,1984,9013,celebrity
2797001266,marcio_chem,144,36,expert
3231998425,SurvivalMchine,104,341,expert
1154792988331012102,AlecBeeve,5,4,layman
20774381,Y98Lance,7153,45731,celebrity
421583882,KThaemert,244,860,expert
979876917326307329,JohnPaulJanik1,39,60,layman
2882271823,peaksportspine,144,86,expert
1154152522824605696,richard42877112,1,16,layman
4832919081,joan_herlihy,2,8,layman
846088757271035908,Chris_Lisgaras,561,306,expert
996113627211067393,Transit788,83,158,layman
768994644847828992,murray7100,50,155,layman
1154509133888012289,rmishra_Stl,1,4,layman
105556785,josue_ma_,245,3501,expert
1154474728238854144,OlumideA100,6,104,layman
707815984795656193,Batidie6,115,1391,expert
1147168321986605056,Solomon96844838,0,0,layman
963079827572998144,internetplans,154,499,expert
97692037,GreyBryanDesign,76,517,layman
895039514024058880,ray_chazelle,24,94,layman
1064172571392962566,JasminSponagel,38,27,layman
739509170,stephrstephr,235,411,expert
1154221334932541440,QualityPolitics,3,2,layman
489640800,D_E_E_P_A_K___,15,1,layman
3268274329,QuinnYoung4,8,1,layman
2615805847,stlpeacecorps,196,196,expert
229656018,klobell,138,3232,expert
1262013426,flavaroyale,80,163,layman
1153676327607832576,SofiaMFred,46,2,layman
1068546409002147842,RenalRhapsody,152,13,expert
1154072591600164866,STL48778216,0,0,layman
473611469,Pheiura,378,789,expert
1154035345152827393,mireiapellicer5,32,0,layman
813736065966206976,abcbanden,71,377,layman
176390302,sedengineer,511,12301,expert
1153868672827645957,Joshua88187186,0,0,layman
910631011565936646,500wsSTL,403,890,expert
1027320029333934080,MWSTS1,43,50,layman
819731112004096000,KariHoggard,4,4,layman
1613752531,j_steirn,7,16,layman
86307741,EthelBS,127,113,expert
1147167840954474497,feebeeleee,48,121,layman
70705012,HMSPallCare,4726,1819,celebrity
1141160856744370176,BrickingMaliah,2,2,layman
1149259524534087681,Adedipe1992,11,104,layman
2524520104,boddah321,141,5,expert
1029359258134032387,havengabielle,0,0,layman
1019714145262989313,Ayanman180,10,4,layman
1134985463587119105,Olumide1992,13,103,layman
474002851,SudiBjornstad,39,50,layman
1026851252402118661,BudgePhilip,26,3,layman
2838218480,NoahRandall90,16,46,layman
1150775026481655809,THARUNR39573417,8,0,layman
844719639221407744,jamesistrawick,11,10,layman
2840784853,luke_markinson,69,1114,layman
76661809,JTNoetzel,167,105,expert
1153421935423787008,DrMarcal,40,16,layman
1034088144902078469,vanjohnsonn,12,29,layman
324991735,jjy624,1,4,layman
331606094,wiedermc,45,4,layman
2968036618,coker_kristin,28,86,layman
4826884055,YaowuWang,3,9,layman
1153328022021464067,sarahlizzwilson,26,22,layman
2469657115,CarlKirts,133,114,expert
34731608,jermeshaj,28,1354,layman
1150125043504091136,meister_bird,594,5126,expert
2493909583,T27932,32,89,layman
859482070837493760,kyiv_vladimir,42,8,layman
544860267,Mr_BuenosDiaz,192,54,expert
823898834816421888,stlatheists,10563,8224,celebrity
1153046319893757952,Courtne14364347,8,6,layman
1146230270422441985,smplds,0,0,layman
348637269,rogerpilc,897,281,expert
1088010903780499456,HollySi72172496,1,1,layman
709159437265580033,anettles330,3,0,layman
1151902443489263617,Zeng_Jiahe,0,0,layman
23538095,upchange,8,127,layman
898232581786750976,stlbbqsociety,432,771,expert
1148151827302629376,ThomureOlivia,1,2,layman
36419907,spotterksdk,610,129,expert
1152792707141722112,BrestoffLab,3,0,layman
287417906,MBAchicblog,557,3738,expert
3527489896,gayathri25788,23,4,layman
120881369,martingandur,358,3107,expert
781641390446960640,YoungFriendsSTL,17,175,layman
244219845,t_khattab,265,687,expert
1152445569115275265,cee_maggie,10,120,layman
636197494,mindyhorwitz,15,4,layman
991412657839394817,LadyTigerCougar,193,13,expert
1119983358459744256,aaronmatthew762,182,3,expert
901108441,birajmk,46,11,layman
1033955458116202497,PoeskieA,139,657,expert
859925188233895937,BrooksKricket,0,0,layman
14850109,alixsharkey,1989,17828,celebrity
1152293620185292800,jackievc09,5,2,layman
404177947,Holar_Yhemmie,549,4766,expert
1147996506278027269,ANNJONE13251305,5,370,layman
701270007284686848,avery_patsfan,167,22133,expert
818197330436456448,mkrhawes,7,4,layman
835355233417056256,chameleon1105,0,1,layman
1151520266045906945,CounselorLadyMJ,11,24,layman
431894009,JacekGorka,27,119,layman
983448424535248896,CollegeVizzy,105,62,expert
1152004545066807296,JoeEspinal3,4,0,layman
3313570862,RegularOctagon,36,37,layman
816995922815094784,syd4631,146,6309,expert
2443828560,calebridgwater,307,4512,expert
599250068,s_ayeshaali,18,117,layman
728277963318435841,Professor_Tong,1323,2669,celebrity
1151837210187976709,ER69277202,0,0,layman
968896510963437570,ABABPAK1,113,265,expert
732236071,fallatahsafaa,133,352,expert
74999448,najati01,156,1037,expert
26033474,chouwaiking,12,12,layman
1123731407522627584,ellad_bball,171,181,expert
202454313,royast24,756,4706,expert
1151624804992077824,mikemul02043016,0,0,layman
338391226,rylanxo,563,20468,expert
2867804347,govindswaroopd,201,1871,expert
326473427,Lisa_A_P,92,656,layman
948632560023851008,EllieHayesMO,87,138,layman
199809099,neuroccino,1266,2741,celebrity
29233153,AlyG3,603,3227,expert
